,scenarioID,tdmVersion,tdmVersionWithDate,scenarioName,scenarioGroup,scenarioYear,PERIOD,TRIPPURP,MODE,TRIPS,modeGroup
2413,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBO,Auto,1424932,0: Total
2414,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBS,Auto,86227,2: Auto
2415,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBS,Auto,86227,0: Total
2416,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBW,Auto,1023997,2: Auto
2417,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBW,Auto,1023997,0: Total
2418,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,NHB,Auto,733637,2: Auto
2419,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,NHB,Auto,733637,0: Total
2460,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBC,Auto,0,2: Auto
2461,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBC,Auto,0,0: Total
2462,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBO,Auto,3281913,2: Auto
2463,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBO,Auto,3281913,0: Total
2464,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBS,Auto,43716,2: Auto
2465,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBS,Auto,43716,0: Total
2466,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBW,Auto,688048,2: Auto
2467,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBW,Auto,688048,0: Total
2468,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,NHB,Auto,1884545,2: Auto
2469,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,NHB,Auto,1884545,0: Total
2470,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBC,Auto,94036,2: Auto
2471,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBC,Auto,94036,0: Total
2472,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBO,Auto,1600337,2: Auto
2473,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBO,Auto,1600337,0: Total
2474,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBS,Auto,90389,2: Auto
2475,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBS,Auto,90389,0: Total
2476,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBW,Auto,1207894,2: Auto
2477,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBW,Auto,1207894,0: Total
2478,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,NHB,Auto,853060,2: Auto
2479,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,NHB,Auto,853060,0: Total
2520,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBC,Auto,0,2: Auto
2521,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBC,Auto,0,0: Total
2522,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBO,Auto,3671568,2: Auto
2523,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBO,Auto,3671568,0: Total
2524,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBS,Auto,45586,2: Auto
2525,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBS,Auto,45586,0: Total
2526,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBW,Auto,786254,2: Auto
2527,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBW,Auto,786254,0: Total
2528,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,NHB,Auto,2167397,2: Auto
2529,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,NHB,Auto,2167397,0: Total
2530,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBC,Auto,102641,2: Auto
2531,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBC,Auto,102641,0: Total
2532,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBO,Auto,1793407,2: Auto
2533,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBO,Auto,1793407,0: Total
2534,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBS,Auto,94217,2: Auto
2535,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBS,Auto,94217,0: Total
2536,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBW,Auto,1374105,2: Auto
2537,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBW,Auto,1374105,0: Total
2538,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,NHB,Auto,979641,2: Auto
2539,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,NHB,Auto,979641,0: Total
2580,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBC,Auto,0,2: Auto
2581,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBC,Auto,0,0: Total
2582,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBO,Auto,3976436,2: Auto
2583,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBO,Auto,3976436,0: Total
2584,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBS,Auto,46850,2: Auto
2585,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBS,Auto,46850,0: Total
2586,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBW,Auto,855854,2: Auto
2587,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBW,Auto,855854,0: Total
2588,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,NHB,Auto,2384226,2: Auto
2589,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,NHB,Auto,2384226,0: Total
2590,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBC,Auto,110962,2: Auto
2591,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBC,Auto,110962,0: Total
2592,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBO,Auto,1942568,2: Auto
2593,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBO,Auto,1942568,0: Total
2594,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBS,Auto,96793,2: Auto
2595,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBS,Auto,96793,0: Total
2596,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBW,Auto,1490034,2: Auto
2597,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBW,Auto,1490034,0: Total
2598,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,NHB,Auto,1077381,2: Auto
2599,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,NHB,Auto,1077381,0: Total
2640,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBC,Auto,0,2: Auto
2641,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBC,Auto,0,0: Total
2642,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBO,Auto,3130048,2: Auto
2643,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBO,Auto,3130048,0: Total
2644,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBS,Auto,43031,2: Auto
2645,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBS,Auto,43031,0: Total
2646,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBW,Auto,649445,2: Auto
2647,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBW,Auto,649445,0: Total
2648,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,NHB,Auto,1772385,2: Auto
2649,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,NHB,Auto,1772385,0: Total
2650,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBC,Auto,89841,2: Auto
2651,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBC,Auto,89841,0: Total
2652,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBO,Auto,1526060,2: Auto
2653,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBO,Auto,1526060,0: Total
2654,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBS,Auto,88961,2: Auto
2655,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBS,Auto,88961,0: Total
2656,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBW,Auto,1141639,2: Auto
2657,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBW,Auto,1141639,0: Total
2658,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,NHB,Auto,802568,2: Auto
2659,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,NHB,Auto,802568,0: Total
2700,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBC,Auto,0,2: Auto
2701,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBC,Auto,0,0: Total
2702,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBO,Auto,3280975,2: Auto
2703,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBO,Auto,3280975,0: Total
2704,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBS,Auto,43703,2: Auto
2705,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBS,Auto,43703,0: Total
2706,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBW,Auto,685685,2: Auto
2707,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBW,Auto,685685,0: Total
2708,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,NHB,Auto,1884112,2: Auto
2709,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,NHB,Auto,1884112,0: Total
2710,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBC,Auto,92714,2: Auto
2711,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBC,Auto,92714,0: Total
2712,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBO,Auto,1599426,2: Auto
2713,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBO,Auto,1599426,0: Total
2714,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBS,Auto,90376,2: Auto
2715,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBS,Auto,90376,0: Total
2716,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBW,Auto,1205799,2: Auto
2717,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBW,Auto,1205799,0: Total
2718,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,NHB,Auto,852704,2: Auto
2719,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,NHB,Auto,852704,0: Total
2760,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBC,Auto,0,2: Auto
2761,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBC,Auto,0,0: Total
2762,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBO,Auto,3672206,2: Auto
2763,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBO,Auto,3672206,0: Total
2764,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBS,Auto,45574,2: Auto
2765,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBS,Auto,45574,0: Total
2766,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBW,Auto,782369,2: Auto
2767,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBW,Auto,782369,0: Total
2768,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,NHB,Auto,2168700,2: Auto
2769,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,NHB,Auto,2168700,0: Total
2770,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBC,Auto,103058,2: Auto
2771,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBC,Auto,103058,0: Total
2772,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBO,Auto,1792333,2: Auto
2773,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBO,Auto,1792333,0: Total
2774,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBS,Auto,94209,2: Auto
2775,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBS,Auto,94209,0: Total
2776,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBW,Auto,1370786,2: Auto
2777,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBW,Auto,1370786,0: Total
2778,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,NHB,Auto,980911,2: Auto
2779,9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,NHB,Auto,980911,0: Total
2820,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Ok,HBC,Auto,0,2: Auto
2821,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Ok,HBC,Auto,0,0: Total
2822,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Ok,HBO,Auto,3980664,2: Auto
2823,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Ok,HBO,Auto,3980664,0: Total
2824,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Ok,HBS,Auto,46844,2: Auto
2825,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Ok,HBS,Auto,46844,0: Total
2826,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Ok,HBW,Auto,856016,2: Auto
2827,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Ok,HBW,Auto,856016,0: Total
2828,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Ok,NHB,Auto,2385673,2: Auto
2829,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Ok,NHB,Auto,2385673,0: Total
2830,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Pk,HBC,Auto,111537,2: Auto
2831,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Pk,HBC,Auto,111537,0: Total
2832,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Pk,HBO,Auto,1944951,2: Auto
2833,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Pk,HBO,Auto,1944951,0: Total
2834,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Pk,HBS,Auto,96797,2: Auto
2835,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Pk,HBS,Auto,96797,0: Total
2836,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Pk,HBW,Auto,1491471,2: Auto
2837,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Pk,HBW,Auto,1491471,0: Total
2838,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Pk,NHB,Auto,1077585,2: Auto
2839,9.08,v9,WF TDM v9.0 - official,Needs_2050,Needs,2050,Pk,NHB,Auto,1077585,0: Total
2940,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Ok,HBC,Auto,0,2: Auto
2941,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Ok,HBC,Auto,0,0: Total
2942,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Ok,HBO,Auto,3283877,2: Auto
2943,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Ok,HBO,Auto,3283877,0: Total
2944,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Ok,HBS,Auto,43703,2: Auto
2945,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Ok,HBS,Auto,43703,0: Total
2946,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Ok,HBW,Auto,690792,2: Auto
2947,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Ok,HBW,Auto,690792,0: Total
2948,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Ok,NHB,Auto,1884013,2: Auto
2949,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Ok,NHB,Auto,1884013,0: Total
2950,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Pk,HBC,Auto,94036,2: Auto
2951,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Pk,HBC,Auto,94036,0: Total
2952,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Pk,HBO,Auto,1602318,2: Auto
2953,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Pk,HBO,Auto,1602318,0: Total
2954,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Pk,HBS,Auto,90329,2: Auto
2955,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Pk,HBS,Auto,90329,0: Total
2956,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Pk,HBW,Auto,1212068,2: Auto
2957,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Pk,HBW,Auto,1212068,0: Total
2958,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Pk,NHB,Auto,852773,2: Auto
2959,9.09,v9,WF TDM v9.0 - official,NoBuild_2032,NoBuild,2032,Pk,NHB,Auto,852773,0: Total
3000,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Ok,HBC,Auto,0,2: Auto
3001,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Ok,HBC,Auto,0,0: Total
3002,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Ok,HBO,Auto,3666626,2: Auto
3003,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Ok,HBO,Auto,3666626,0: Total
3004,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Ok,HBS,Auto,45560,2: Auto
3005,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Ok,HBS,Auto,45560,0: Total
3006,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Ok,HBW,Auto,792065,2: Auto
3007,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Ok,HBW,Auto,792065,0: Total
3008,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Ok,NHB,Auto,2162557,2: Auto
3009,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Ok,NHB,Auto,2162557,0: Total
3010,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBC,Auto,105270,2: Auto
3011,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBC,Auto,105270,0: Total
3012,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBO,Auto,1793311,2: Auto
3013,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBO,Auto,1793311,0: Total
3014,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBS,Auto,94116,2: Auto
3015,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBS,Auto,94116,0: Total
3016,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBW,Auto,1383454,2: Auto
3017,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBW,Auto,1383454,0: Total
3018,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,NHB,Auto,977534,2: Auto
3019,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,NHB,Auto,977534,0: Total
3060,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBC,Auto,0,2: Auto
3061,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBC,Auto,0,0: Total
3062,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBO,Auto,3963964,2: Auto
3063,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBO,Auto,3963964,0: Total
3064,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBS,Auto,46759,2: Auto
3065,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBS,Auto,46759,0: Total
3066,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBW,Auto,865640,2: Auto
3067,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBW,Auto,865640,0: Total
3068,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,NHB,Auto,2371506,2: Auto
3069,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,NHB,Auto,2371506,0: Total
3070,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBC,Auto,115107,2: Auto
3071,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBC,Auto,115107,0: Total
3072,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBO,Auto,1941404,2: Auto
3073,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBO,Auto,1941404,0: Total
3074,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBS,Auto,96579,2: Auto
3075,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBS,Auto,96579,0: Total
3076,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBW,Auto,1503892,2: Auto
3077,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBW,Auto,1503892,0: Total
3078,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,NHB,Auto,1072737,2: Auto
3079,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,NHB,Auto,1072737,0: Total
3120,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBC,SchoolBus,0,3: SchoolBus
3121,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBC,SchoolBus,0,0: Total
3122,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBO,SchoolBus,0,3: SchoolBus
3123,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBO,SchoolBus,0,0: Total
3124,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBS,SchoolBus,71027,3: SchoolBus
3125,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBS,SchoolBus,71027,0: Total
3126,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBW,SchoolBus,0,3: SchoolBus
3127,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBW,SchoolBus,0,0: Total
3128,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,NHB,SchoolBus,0,3: SchoolBus
3129,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,NHB,SchoolBus,0,0: Total
3130,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBC,SchoolBus,0,3: SchoolBus
3131,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBC,SchoolBus,0,0: Total
3132,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBO,SchoolBus,0,3: SchoolBus
3133,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBO,SchoolBus,0,0: Total
3134,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBS,SchoolBus,145950,3: SchoolBus
3135,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBS,SchoolBus,145950,0: Total
3136,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBW,SchoolBus,0,3: SchoolBus
3137,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBW,SchoolBus,0,0: Total
3138,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,NHB,SchoolBus,0,3: SchoolBus
3139,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,NHB,SchoolBus,0,0: Total
3180,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBC,SchoolBus,0,3: SchoolBus
3181,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBC,SchoolBus,0,0: Total
3182,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBO,SchoolBus,0,3: SchoolBus
3183,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBO,SchoolBus,0,0: Total
3184,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBS,SchoolBus,74534,3: SchoolBus
3185,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBS,SchoolBus,74534,0: Total
3186,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBW,SchoolBus,0,3: SchoolBus
3187,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBW,SchoolBus,0,0: Total
3188,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,NHB,SchoolBus,0,3: SchoolBus
